# Based on LCT2 measurements with 12 ns pulse width (FWHM) + 20MHz bandwidth
# Used for simulation with 3, 5 and 7 ns FWHM pulses as well assuming that
# the final front-end would perform better than the one used for tests
# Configuration : MUSIC with R=7, C=31
# Produced by C. Alispach 12/03/2020
# Parameters :
# - Gain               :  5.88149e+04
# - Sigma electronics  :  2.80682e-04 V
# - SiPM gain smearing :  1.05337e-04 V (in Volts)
# - SiPM gain smearing :  0.1790991738488036 (in units of p.e.)
# - Optical crosstalk  :  0.08 (agreed upon common value)
# The unit in abscissa is in number of photo electron
# SiPM formula from Gentile 2010, see following paper
#  - http://adsabs.harvard.edu/abs/2010arXiv1006.3263G
# Note that the Prompt and Prompt x AP columns are the same
#
# From a communication with Konrad :
#
# "If you know from your single-p.e. amplitude distribution where your
# the "1 p.e." point in your terminology (_exactly_ 1 cell fired, no
# cross talk happened) is w.r.t. to the mean, conversion between the
# "mean" amplitude unit and the "1 p.e." amplitude unit is trivial.
# If you know (and I am just making up some numbers here) that the
# "1 p.e." peak is at 0.95 (times "mean") and corresponds to an
# ADC amplitude of 35 counts then an FADC_AMPLITUDE of 35/0.95 = 36.84
# would reproduce that"
#
# The values below have been already shifted accordingly to the previous comment by the C. Alispach.
# since the mean of the distribution is at 0.99999 (close to 1 pe)
# however, the maximum is not at 1pe, and this needs to be taken into account for correction on the
# "fadc_amplitude" and "discriminator_amplitude" parameters for simtel
#
# Ampl.                  Prompt                   (Prompt x AP)
#----------------------- ------------------------ -----------------------
7.275735752750467356e+00 1.005229662236269624e-06 1.005229662236269624e-06
7.286326343365824521e+00 9.840406084373569368e-07 9.840406084373569368e-07
7.296916933981181685e+00 9.634340741225143163e-07 9.634340741225143163e-07
7.307507524596539739e+00 9.433951042871481576e-07 9.433951042871481576e-07
7.318098115211896015e+00 9.239084269889140634e-07 9.239084269889140634e-07
7.328688705827254068e+00 9.049585107435041003e-07 9.049585107435041003e-07
7.339279296442611233e+00 8.865296210721775698e-07 8.865296210721775698e-07
7.349869887057968398e+00 8.686058759392617715e-07 8.686058759392617715e-07
7.360460477673324675e+00 8.511712998373577845e-07 8.511712998373577845e-07
7.371051068288683616e+00 8.342098762975550812e-07 8.342098762975550812e-07
7.381641658904039893e+00 8.177055986217341486e-07 8.177055986217341486e-07
7.392232249519397058e+00 8.016425186537615741e-07 8.016425186537615741e-07
7.402822840134755111e+00 7.860047934261773149e-07 7.860047934261773149e-07
7.413413430750112276e+00 7.707767295384047041e-07 7.707767295384047041e-07
7.424004021365469441e+00 7.559428251417858594e-07 7.559428251417858594e-07
7.434594611980827494e+00 7.414878094257067394e-07 7.414878094257067394e-07
7.445185202596184659e+00 7.273966795174726889e-07 7.273966795174726889e-07
7.455775793211540936e+00 7.136547347265915936e-07 7.136547347265915936e-07
7.466366383826898101e+00 7.002476080815552890e-07 7.002476080815552890e-07
7.476956974442256154e+00 6.871612951239246850e-07 6.871612951239246850e-07
7.487547565057613319e+00 6.743821799406649196e-07 6.743821799406649196e-07
7.498138155672969596e+00 6.618970584309729969e-07 6.618970584309729969e-07
7.508728746288328537e+00 6.496931588185091760e-07 6.496931588185091760e-07
7.519319336903685702e+00 6.377581594336543000e-07 6.377581594336543000e-07
7.529909927519041979e+00 6.260802038033674463e-07 6.260802038033674463e-07
7.540500518134400920e+00 6.146479130983535098e-07 6.146479130983535098e-07
7.551091108749757197e+00 6.034503959984022586e-07 6.034503959984022586e-07
7.561681699365114362e+00 5.924772560470823471e-07 5.924772560470823471e-07
7.572272289980470639e+00 5.817185965764402117e-07 5.817185965764402117e-07
7.582862880595829580e+00 5.711650232908143598e-07 5.711650232908143598e-07
7.593453471211185857e+00 5.608076446065489451e-07 5.608076446065489451e-07
7.604044061826543022e+00 5.506380698510731845e-07 5.506380698510731845e-07
7.614634652441901075e+00 5.406484054307317104e-07 5.406484054307317104e-07
7.625225243057258240e+00 5.308312490816916960e-07 5.308312490816916960e-07
7.635815833672615405e+00 5.211796823224016742e-07 5.211796823224016742e-07
7.646406424287973458e+00 5.116872612294474231e-07 5.116872612294474231e-07
7.656997014903330623e+00 5.023480056611277552e-07 5.023480056611277552e-07
7.667587605518686900e+00 4.931563870548385805e-07 4.931563870548385805e-07
7.678178196134044065e+00 4.841073149254093386e-07 4.841073149254093386e-07
7.688768786749402118e+00 4.751961221917999516e-07 4.751961221917999516e-07
7.699359377364759283e+00 4.664185494592479705e-07 4.664185494592479705e-07
7.709949967980115559e+00 4.577707283829234745e-07 4.577707283829234745e-07
7.720540558595474501e+00 4.492491642376080024e-07 4.492491642376080024e-07
7.731131149210831666e+00 4.408507178157244263e-07 4.408507178157244263e-07
7.741721739826187942e+00 4.325725867733836694e-07 4.325725867733836694e-07
7.752312330441546884e+00 4.244122865409974097e-07 4.244122865409974097e-07
7.762902921056903160e+00 4.163676309113941049e-07 4.163676309113941049e-07
7.773493511672260325e+00 4.084367124143926655e-07 4.084367124143926655e-07
7.784084102287618379e+00 4.006178825824889306e-07 4.006178825824889306e-07
7.794674692902975544e+00 3.929097322076230978e-07 3.929097322076230978e-07
7.805265283518331820e+00 3.853110716840734642e-07 3.853110716840734642e-07
7.815855874133688985e+00 3.778209115273901359e-07 3.778209115273901359e-07
7.826446464749047038e+00 3.704384431538800954e-07 3.704384431538800954e-07
7.837037055364404203e+00 3.631630199996725430e-07 3.631630199996725430e-07
7.847627645979761368e+00 3.559941390527092516e-07 3.559941390527092516e-07
7.858218236595119421e+00 3.489314228653195532e-07 3.489314228653195532e-07
7.868808827210476586e+00 3.419746021092165892e-07 3.419746021092165892e-07
7.879399417825832863e+00 3.351234987289415022e-07 3.351234987289415022e-07
7.889990008441191804e+00 3.283780097440156987e-07 3.283780097440156987e-07
7.900580599056548081e+00 3.217380917442620474e-07 3.217380917442620474e-07
7.911171189671905246e+00 3.152037461170618589e-07 3.152037461170618589e-07
7.921761780287262411e+00 3.087750050397366734e-07 3.087750050397366734e-07
7.932352370902620464e+00 3.024519182647120709e-07 3.024519182647120709e-07
7.942942961517977629e+00 2.962345407197956327e-07 2.962345407197956327e-07
7.953533552133333906e+00 2.901229209406755739e-07 2.901229209406755739e-07
7.964124142748692847e+00 2.841170903477554757e-07 2.841170903477554757e-07
7.974714733364049124e+00 2.782170533745860962e-07 2.782170533745860962e-07
7.985305323979406289e+00 2.724227784505299084e-07 2.724227784505299084e-07
7.995895914594764342e+00 2.667341898359178720e-07 2.667341898359178720e-07
8.006486505210121507e+00 2.611511603037606312e-07 2.611511603037606312e-07
8.017077095825477784e+00 2.556735046581444588e-07 2.556735046581444588e-07
8.027667686440835837e+00 2.503009740757877940e-07 2.503009740757877940e-07
8.038258277056193890e+00 2.450332512537775877e-07 2.450332512537775877e-07
8.048848867671550167e+00 2.398699463433418464e-07 2.398699463433418464e-07
8.059439458286906444e+00 2.348105936466272317e-07 2.348105936466272317e-07
8.070030048902266273e+00 2.298546490507836881e-07 2.298546490507836881e-07
8.080620639517622550e+00 2.250014881712967312e-07 2.250014881712967312e-07
8.091211230132978827e+00 2.202504051743739251e-07 2.202504051743739251e-07
8.101801820748336880e+00 2.156006122463595805e-07 2.156006122463595805e-07
8.112392411363694933e+00 2.110512396765299218e-07 2.110512396765299218e-07
8.122983001979051210e+00 2.066013365182738239e-07 2.066013365182738239e-07
8.133573592594407486e+00 2.022498717925763353e-07 2.022498717925763353e-07
8.144164183209765540e+00 1.979957361968381123e-07 1.979957361968381123e-07
8.154754773825123593e+00 1.938377442814371154e-07 1.938377442814371154e-07
8.165345364440479869e+00 1.897746370560317559e-07 1.897746370560317559e-07
8.175935955055837923e+00 1.858050849873890616e-07 1.858050849873890616e-07
8.186526545671195976e+00 1.819276913505537739e-07 1.819276913505537739e-07
8.197117136286552252e+00 1.781409958953369220e-07 1.781409958953369220e-07
8.207707726901910306e+00 1.744434787905166947e-07 1.744434787905166947e-07
8.218298317517266582e+00 1.708335648086724791e-07 1.708335648086724791e-07
8.228888908132624636e+00 1.673096277152884908e-07 1.673096277152884908e-07
8.239479498747982689e+00 1.638699948266344375e-07 1.638699948266344375e-07
8.250070089363338965e+00 1.605129517019127614e-07 1.605129517019127614e-07
8.260660679978697019e+00 1.572367469362806784e-07 1.572367469362806784e-07
8.271251270594053295e+00 1.540395970226063454e-07 1.540395970226063454e-07
8.281841861209411348e+00 1.509196912511186352e-07 1.509196912511186352e-07
8.292432451824767625e+00 1.478751966175719752e-07 1.478751966175719752e-07
8.303023042440125678e+00 1.449042627119989375e-07 1.449042627119989375e-07
8.313613633055483731e+00 1.420050265617290582e-07 1.420050265617290582e-07
8.324204223670840008e+00 1.391756174039424045e-07 1.391756174039424045e-07
8.334794814286196285e+00 1.364141613646931538e-07 1.364141613646931538e-07
8.345385404901556115e+00 1.337187860230367277e-07 1.337187860230367277e-07
8.355975995516912391e+00 1.310876248406110097e-07 1.310876248406110097e-07
8.366566586132268668e+00 1.285188214387253473e-07 1.285188214387253473e-07
8.377157176747626721e+00 1.260105337067827961e-07 1.260105337067827961e-07
8.387747767362984774e+00 1.235609377275473168e-07 1.235609377275473168e-07
8.398338357978341051e+00 1.211682315065016490e-07 1.211682315065016490e-07
8.408928948593697328e+00 1.188306384942137717e-07 1.188306384942137717e-07
8.419519539209057157e+00 1.165464108923032271e-07 1.165464108923032271e-07
8.430110129824413434e+00 1.143138327352071545e-07 1.143138327352071545e-07
8.440700720439769711e+00 1.121312227415258861e-07 1.121312227415258861e-07
8.451291311055127764e+00 1.099969369302652452e-07 1.099969369302652452e-07
8.461881901670485817e+00 1.079093709987587124e-07 1.079093709987587124e-07
8.472472492285842094e+00 1.058669624604678083e-07 1.058669624604678083e-07
8.483063082901198371e+00 1.038681925422210033e-07 1.038681925422210033e-07
8.493653673516558200e+00 1.019115878417257865e-07 1.019115878417257865e-07
8.504244264131914477e+00 9.999572174741210326e-08 9.999572174741210326e-08
8.514834854747270754e+00 9.811921562379974902e-08 9.811921562379974902e-08
8.525425445362628807e+00 9.628073976666110758e-08 9.628073976666110758e-08
8.536016035977986860e+00 9.447901413323216113e-08 9.447901413323216113e-08
8.546606626593343137e+00 9.271280885364010479e-08 9.271280885364010479e-08
8.557197217208701190e+00 9.098094453055727909e-08 9.098094453055727909e-08
8.567787807824057467e+00 8.928229233484091744e-08 8.928229233484091744e-08
8.578378398439415520e+00 8.761577390559441530e-08 8.761577390559441530e-08
8.588968989054773573e+00 8.598036106369968895e-08 8.598036106369968895e-08
8.599559579670129850e+00 8.437507534837196580e-08 8.437507534837196580e-08
8.610150170285487903e+00 8.279898738675276048e-08 8.279898738675276048e-08
8.620740760900844180e+00 8.125121610692345061e-08 8.125121610692345061e-08
8.631331351516202233e+00 7.973092780501901552e-08 7.973092780501901552e-08
8.641921942131558509e+00 7.823733507735755895e-08 7.823733507735755895e-08
8.652512532746916563e+00 7.676969562865672020e-08 7.676969562865672020e-08
8.663103123362274616e+00 7.532731096751267335e-08 7.532731096751267335e-08
8.673693713977630892e+00 7.390952500034646513e-08 7.390952500034646513e-08
8.684284304592988946e+00 7.251572253499587910e-08 7.251572253499587910e-08
8.694874895208346999e+00 7.114532770505929442e-08 7.114532770505929442e-08
8.705465485823703276e+00 6.979780232595018666e-08 6.979780232595018666e-08
8.716056076439059552e+00 6.847264419344994998e-08 6.847264419344994998e-08
8.726646667054417605e+00 6.716938533530794922e-08 6.716938533530794922e-08
8.737237257669775659e+00 6.588759022616830123e-08 6.588759022616830123e-08
8.747827848285131935e+00 6.462685397579271163e-08 6.462685397579271163e-08
8.758418438900488212e+00 6.338680050019597035e-08 6.338680050019597035e-08
8.769009029515848042e+00 6.216708068493812068e-08 6.216708068493812068e-08
8.779599620131204318e+00 6.096737054940823905e-08 6.096737054940823905e-08
8.790190210746560595e+00 5.978736942049273122e-08 5.978736942049273122e-08
8.800780801361920425e+00 5.862679812358494054e-08 5.862679812358494054e-08
8.811371391977276701e+00 5.748539719840685259e-08 5.748539719840685259e-08
8.821961982592632978e+00 5.636292514662754989e-08 5.636292514662754989e-08
8.832552573207989255e+00 5.525915671777890461e-08 5.525915671777890461e-08
8.843143163823349084e+00 5.417388123944394977e-08 5.417388123944394977e-08
8.853733754438705361e+00 5.310690099719704081e-08 5.310690099719704081e-08
8.864324345054061638e+00 5.205802966925124807e-08 5.205802966925124807e-08
8.874914935669419691e+00 5.102709082026196124e-08 5.102709082026196124e-08
8.885505526284777744e+00 5.001391645822052528e-08 5.001391645822052528e-08
8.896096116900134021e+00 4.901834565786638614e-08 4.901834565786638614e-08
8.906686707515492074e+00 4.804022325355323165e-08 4.804022325355323165e-08
8.917277298130850127e+00 4.707939860401259251e-08 4.707939860401259251e-08
8.927867888746206404e+00 4.613572443098257443e-08 4.613572443098257443e-08
8.938458479361564457e+00 4.520905573321194771e-08 4.520905573321194771e-08
8.949049069976920734e+00 4.429924877689830635e-08 4.429924877689830635e-08
8.959639660592278787e+00 4.340616016318990008e-08 4.340616016318990008e-08
8.970230251207635064e+00 4.252964597297269138e-08 4.252964597297269138e-08
8.980820841822993117e+00 4.166956098876737458e-08 4.166956098876737458e-08
8.991411432438349394e+00 4.082575799319299843e-08 4.082575799319299843e-08
9.002002023053707447e+00 3.999808714309862937e-08 3.999808714309862937e-08
9.012592613669065500e+00 3.918639541814443300e-08 3.918639541814443300e-08
9.023183204284421777e+00 3.839052614229620536e-08 3.839052614229620536e-08
9.033773794899779830e+00 3.761031857642406505e-08 3.761031857642406505e-08
9.044364385515137883e+00 3.684560757993223952e-08 3.684560757993223952e-08
9.054954976130494160e+00 3.609622333911067544e-08 3.609622333911067544e-08
9.065545566745850437e+00 3.536199115968598282e-08 3.536199115968598282e-08
9.076136157361208490e+00 3.464273132086261005e-08 3.464273132086261005e-08
9.086726747976566543e+00 3.393825898797540355e-08 3.393825898797540355e-08
9.097317338591922820e+00 3.324838418073387931e-08 3.324838418073387931e-08
9.107907929207280873e+00 3.257291179391484740e-08 3.257291179391484740e-08
9.118498519822638926e+00 3.191164166726465954e-08 3.191164166726465954e-08
9.129089110437995203e+00 3.126436870129131295e-08 3.126436870129131295e-08
9.139679701053351479e+00 3.063088301556978630e-08 3.063088301556978630e-08
9.150270291668711309e+00 3.001097014614942738e-08 3.001097014614942738e-08
9.160860882284067586e+00 2.940441127863116220e-08 2.940441127863116220e-08
9.171451472899423862e+00 2.881098351348245709e-08 2.881098351348245709e-08
9.182042063514780139e+00 2.823046016017830087e-08 2.823046016017830087e-08
9.192632654130139969e+00 2.766261105678569364e-08 2.766261105678569364e-08
9.203223244745496245e+00 2.710720291166361320e-08 2.710720291166361320e-08
9.213813835360852522e+00 2.656399966400633124e-08 2.656399966400633124e-08
9.224404425976212352e+00 2.603276286004355115e-08 2.603276286004355115e-08
9.234995016591568628e+00 2.551325204179329630e-08 2.551325204179329630e-08
9.245585607206924905e+00 2.500522514536373477e-08 2.500522514536373477e-08
9.256176197822282958e+00 2.450843890591633598e-08 2.450843890591633598e-08
9.266766788437641011e+00 2.402264926651403655e-08 2.402264926651403655e-08
9.277357379052997288e+00 2.354761178821032591e-08 2.354761178821032591e-08
9.287947969668353565e+00 2.308308205886868260e-08 2.308308205886868260e-08
9.298538560283711618e+00 2.262881609834006319e-08 2.262881609834006319e-08
9.309129150899069671e+00 2.218457075777312982e-08 2.218457075777312982e-08
9.319719741514425948e+00 2.175010411097855414e-08 2.175010411097855414e-08
9.330310332129784001e+00 2.132517583592316079e-08 2.132517583592316079e-08
9.340900922745142054e+00 2.090954758458151685e-08 2.090954758458151685e-08
9.351491513360498331e+00 2.050298333952747209e-08 2.050298333952747209e-08
9.362082103975856384e+00 2.010524975580563636e-08 2.010524975580563636e-08
9.372672694591212661e+00 1.971611648677527632e-08 1.971611648677527632e-08
9.383263285206570714e+00 1.933535649277320778e-08 1.933535649277320778e-08
9.393853875821928767e+00 1.896274633159526463e-08 1.896274633159526463e-08
9.404444466437285044e+00 1.859806642994329645e-08 1.859806642994329645e-08
9.415035057052643097e+00 1.824110133513032940e-08 1.824110133513032940e-08
9.425625647667999374e+00 1.789163994648036225e-08 1.789163994648036225e-08
9.436216238283357427e+00 1.754947572599338142e-08 1.754947572599338142e-08
9.446806828898713704e+00 1.721440688798320329e-08 1.721440688798320329e-08
9.457397419514071757e+00 1.688623656751807892e-08 1.688623656751807892e-08
9.467988010129429810e+00 1.656477296762033938e-08 1.656477296762033938e-08
9.478578600744786087e+00 1.624982948529427074e-08 1.624982948529427074e-08
9.489169191360142364e+00 1.594122481656116416e-08 1.594122481656116416e-08
9.499759781975502193e+00 1.563878304078491328e-08 1.563878304078491328e-08
9.510350372590858470e+00 1.534233368466608794e-08 1.534233368466608794e-08
9.520940963206214747e+00 1.505171176637205961e-08 1.505171176637205961e-08
9.531531553821572800e+00 1.476675782035440491e-08 1.476675782035440491e-08
9.542122144436930853e+00 1.448731790347829088e-08 1.448731790347829088e-08
9.552712735052287130e+00 1.421324358315849968e-08 1.421324358315849968e-08
9.563303325667643406e+00 1.394439190825627317e-08 1.394439190825627317e-08
9.573893916283003236e+00 1.368062536354734477e-08 1.368062536354734477e-08
9.584484506898359513e+00 1.342181180861713310e-08 1.342181180861713310e-08
9.595075097513715789e+00 1.316782440207992692e-08 1.316782440207992692e-08
9.605665688129073843e+00 1.291854151205347984e-08 1.291854151205347984e-08
9.616256278744431896e+00 1.267384661384671950e-08 1.267384661384671950e-08
9.626846869359788172e+00 1.243362817583906476e-08 1.243362817583906476e-08
9.637437459975144449e+00 1.219777953454590486e-08 1.219777953454590486e-08
9.648028050590504279e+00 1.196619875987209529e-08 1.196619875987209529e-08
9.658618641205860555e+00 1.173878851156009276e-08 1.173878851156009276e-08
9.669209231821216832e+00 1.151545588783516985e-08 1.151545588783516985e-08
9.679799822436574885e+00 1.129611226724624519e-08 1.129611226724624519e-08
9.690390413051932939e+00 1.108067314468536883e-08 1.108067314468536883e-08
9.700981003667289215e+00 1.086905796255452286e-08 1.086905796255452286e-08
9.711571594282647268e+00 1.066118993802758019e-08 1.066118993802758019e-08
9.722162184898003545e+00 1.045699588733033193e-08 1.045699588733033193e-08
9.732752775513361598e+00 1.025640604793299200e-08 1.025640604793299200e-08
9.743343366128719651e+00 1.005935389952026297e-08 1.005935389952026297e-08
9.753933956744075928e+00 9.865775984567215409e-09 9.865775984567215409e-09
9.764524547359433981e+00 9.675611729314616241e-09 9.675611729314616241e-09
9.775115137974790258e+00 9.488803265897675960e-09 9.488803265897675960e-09
9.785705728590148311e+00 9.305295256340890554e-09 9.305295256340890554e-09
9.796296319205504588e+00 9.125034719089747095e-09 9.125034719089747095e-09
9.806886909820862641e+00 8.947970858705422401e-09 8.947970858705422401e-09
9.817477500436220694e+00 8.774054899304571705e-09 8.774054899304571705e-09
9.828068091051576971e+00 8.603239922279912649e-09 8.603239922279912649e-09
9.838658681666935024e+00 8.435480708790976242e-09 8.435480708790976242e-09
9.849249272282293077e+00 8.270733587469023888e-09 8.270733587469023888e-09
9.859839862897649354e+00 8.108956287732227588e-09 8.108956287732227588e-09
9.870430453513005631e+00 7.950107799062453314e-09 7.950107799062453314e-09
9.881021044128363684e+00 7.794148236548366002e-09 7.794148236548366002e-09
9.891611634743721737e+00 7.641038712955021008e-09 7.641038712955021008e-09
9.902202225359078014e+00 7.490741217536044623e-09 7.490741217536044623e-09
9.912792815974434291e+00 7.343218501761032926e-09 7.343218501761032926e-09
9.923383406589794120e+00 7.198433972089729576e-09 7.198433972089729576e-09
9.933973997205150397e+00 7.056351589883535646e-09 7.056351589883535646e-09
9.944564587820506674e+00 6.916935778505985793e-09 6.916935778505985793e-09
9.955155178435864727e+00 6.780151337627228043e-09 6.780151337627228043e-09
9.965745769051222780e+00 6.645963364711260271e-09 6.645963364711260271e-09
9.976336359666579057e+00 6.514337183631614797e-09 6.514337183631614797e-09
9.986926950281935333e+00 6.385238280328940733e-09 6.385238280328940733e-09
9.997517540897295163e+00 6.258632245394831813e-09 6.258632245394831813e-09
1.000810813151265144e+01 6.134484723438049690e-09 6.134484723438049690e-09
1.001869872212800772e+01 6.012761369063696407e-09 6.012761369063696407e-09
1.002928931274336577e+01 5.893427809272874277e-09 5.893427809272874277e-09
1.003987990335872382e+01 5.776449612068547890e-09 5.776449612068547890e-09
1.005047049397408010e+01 5.661792261034009147e-09 5.661792261034009147e-09
1.006106108458943815e+01 5.549421135633814160e-09 5.549421135633814160e-09
1.007165167520479621e+01 5.439301496971437095e-09 5.439301496971437095e-09
1.008224226582015248e+01 5.331398478725148274e-09 5.331398478725148274e-09
1.009283285643551054e+01 5.225677082972693469e-09 5.225677082972693469e-09
1.010342344705086681e+01 5.122102180606876065e-09 5.122102180606876065e-09
1.011401403766622487e+01 5.020638516036048935e-09 5.020638516036048935e-09
1.012460462828158114e+01 4.921250715859758417e-09 4.921250715859758417e-09
1.013519521889693920e+01 4.823903301205473133e-09 4.823903301205473133e-09
1.014578580951229547e+01 4.728560703411371709e-09 4.728560703411371709e-09
1.015637640012765353e+01 4.635187282739672934e-09 4.635187282739672934e-09
1.016696699074301158e+01 4.543747349807564426e-09 4.543747349807564426e-09
1.017755758135836786e+01 4.454205189424821558e-09 4.454205189424821558e-09
1.018814817197372591e+01 4.366525086532608242e-09 4.366525086532608242e-09
1.019873876258908396e+01 4.280671353943563595e-09 4.280671353943563595e-09
1.020932935320444024e+01 4.196608361590204457e-09 4.196608361590204457e-09
1.021991994381979652e+01 4.114300566996881087e-09 4.114300566996881087e-09
1.023051053443515457e+01 4.033712546700003589e-09 4.033712546700003589e-09
1.024110112505051262e+01 3.954809028350982709e-09 3.954809028350982709e-09
1.025169171566586890e+01 3.877554923247593918e-09 3.877554923247593918e-09
1.026228230628122695e+01 3.801915359050785481e-09 3.801915359050785481e-09
1.027287289689658500e+01 3.727855712456783190e-09 3.727855712456783190e-09
1.028346348751194128e+01 3.655341641606497432e-09 3.655341641606497432e-09
1.029405407812729756e+01 3.584339118028182014e-09 3.584339118028182014e-09
1.030464466874265739e+01 3.514814457922429805e-09 3.514814457922429805e-09
1.031523525935801366e+01 3.446734352612823558e-09 3.446734352612823558e-09
1.032582584997336994e+01 3.380065897999354737e-09 3.380065897999354737e-09
1.033641644058872622e+01 3.314776622866289846e-09 3.314776622866289846e-09
1.034700703120408605e+01 3.250834515910013635e-09 3.250834515910013635e-09
1.035759762181944232e+01 3.188208051366840166e-09 3.188208051366840166e-09
1.036818821243479860e+01 3.126866213134572238e-09 3.126866213134572238e-09
1.037877880305015665e+01 3.066778517295814286e-09 3.066778517295814286e-09
1.038936939366551471e+01 3.007915032964345735e-09 3.007915032964345735e-09
1.039995998428087098e+01 2.950246401389443722e-09 2.950246401389443722e-09
1.041055057489622904e+01 2.893743853265790499e-09 2.893743853265790499e-09
1.042114116551158709e+01 2.838379224209566096e-09 2.838379224209566096e-09
1.043173175612694337e+01 2.784124968372965627e-09 2.784124968372965627e-09
1.044232234674229964e+01 2.730954170181538155e-09 2.730954170181538155e-09
1.045291293735765770e+01 2.678840554189520078e-09 2.678840554189520078e-09
1.046350352797301575e+01 2.627758493059169635e-09 2.627758493059169635e-09
1.047409411858837203e+01 2.577683013679886770e-09 2.577683013679886770e-09
1.048468470920373008e+01 2.528589801452642676e-09 2.528589801452642676e-09
1.049527529981908813e+01 2.480455202773783150e-09 2.480455202773783150e-09
1.050586589043444441e+01 2.433256225760482938e-09 2.433256225760482938e-09
1.051645648104980246e+01 2.386970539267859550e-09 2.386970539267859550e-09
1.052704707166515874e+01 2.341576470254470416e-09 2.341576470254470416e-09
1.053763766228051679e+01 2.297052999559112080e-09 2.297052999559112080e-09
1.054822825289587485e+01 2.253379756157730022e-09 2.253379756157730022e-09
1.055881884351123112e+01 2.210537009973899781e-09 2.210537009973899781e-09
1.056940943412658740e+01 2.168505663320782839e-09 2.168505663320782839e-09
1.058000002474194545e+01 2.127267241056232245e-09 2.127267241056232245e-09
